"USER_ID","MYID","ACCOUNT","NAME","ORGANIZE_ID","ORGANIZE_NAME","DUTY_ID","TITLE_ID","PASSWORD","EMAIL","LANG","THEME","FIRST_VISIT","PREVIOUS_VISIT","LAST_VISITS","LOGIN_COUNT","ISEMPLOYEE","STATUS","IP","DESCRIPTION","QUESTION_ID","ANSWER","ISONLINE","CREATED","LASTMOD","CREATER","MODIFYER","TEL","stuNo","qq","weixin","meal_arithmetic_id","arithmetic_name","sex","poo","address","age","type"
1690,NA,"白辰羲","a239",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b70",NA,NA,NA,"2014/4/7 21:36:29",NA,"2016/8/20 21:53:26",NA,NA,NA,NA,NA,NA,NA,NA,"2014/4/7 21:36:29",NA,1070,NA,18688880189,2017239,NA,NA,NA,"","男","广东中山","广州",44,"准流失"
2603,NA,"白德书","a1631",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/11/28 12:17:23",NA,1070,NA,18688881755,2018654,NA,NA,NA,NA,"男","广东河源","广州",33,"非流失"
3744,NA,"白家熙","a2772",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b2196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/11/3 12:14:04",NA,1070,NA,18688882896,2019795,NA,NA,NA,NA,"男","广东茂名","广州",47,"准流失"
3474,NA,"白剑涛","a2502",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/8/3 18:23:01",NA,1070,NA,18688882626,2019525,NA,NA,NA,NA,"男","广东阳江","广州",25,"准流失"
3206,NA,"白俊涛","a2234",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/11/29 17:08:53",NA,1070,NA,18688882358,2019257,NA,NA,NA,NA,"女","广西贺州","广州",32,"准流失"
3626,NA,"白怡泽","a2654",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b2078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/4/12 17:14:25",NA,1070,NA,18688882778,2019677,NA,NA,NA,NA,"女","内蒙古呼和浩特","广州",35,"已流失"
3772,NA,"白燚募","a2800",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b2224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/4/13 17:23:38",NA,1070,NA,18688882924,2019823,NA,NA,NA,NA,"男","广东河源","广州",20,"非流失"
3381,NA,"白永兵","a2409",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/7/14 20:45:14",NA,1070,NA,18688882533,2019432,NA,NA,NA,NA,"女","广东广州","广州",40,"准流失"
3351,NA,"白煜瑄","a2379",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/3/17 12:18:45",NA,1070,NA,18688882503,2019402,NA,NA,NA,NA,"女","广西贵港","广州",30,"准流失"
1680,NA,"白云娥","a229",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b70",NA,NA,NA,"2015/8/9 18:25:52",NA,"2016/8/10 12:10:18",NA,NA,NA,NA,NA,NA,NA,NA,"2015/8/9 18:25:52",NA,1070,NA,18688880179,2017229,NA,NA,NA,"","女","新疆","广州",35,"已流失"
3835,NA,"白子晨","a2863",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b2287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/11/23 20:03:48",NA,1070,NA,18688882987,2019886,NA,NA,NA,NA,"女","山东青岛","广州",38,"非流失"
2088,NA,"班林华","a1116",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/5/6 12:33:50",NA,1070,NA,18688881240,2018139,NA,NA,NA,NA,"男","广东潮州","佛山",52,"非流失"
2950,NA,"班墨","a1978",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/6/28 13:47:43",NA,1070,NA,18688882102,2019001,NA,NA,NA,NA,"男","广东江门","广州",47,"已流失"
2417,NA,"班荣","a1445",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/7/17 12:48:26",NA,1070,NA,18688881569,2018468,NA,NA,NA,NA,"男","广东江门","广州",48,"准流失"
2594,NA,"班彦汐","a1622",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/10/24 18:10:55",NA,1070,NA,18688881746,2018645,NA,NA,NA,NA,"女","广西崇左","广州",36,"准流失"
3600,NA,"班映波","a2628",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b2052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/1/13 18:38:53",NA,1070,NA,18688882752,2019651,NA,NA,NA,NA,"男","广东珠海","广州",26,"已流失"
2990,NA,"班云博","a2018",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/5/28 11:42:46",NA,1070,NA,18688882142,2019041,NA,NA,NA,NA,"女","广东潮州","广州",32,"非流失"
3449,NA,"班责玮","a2477",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/4/12 19:55:27",NA,1070,NA,18688882601,2019500,NA,NA,NA,NA,"男","广东韶关","广州",27,"已流失"
1433,NA,"包承昊","a562",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b303",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2014/9/19 13:31:12",NA,NA,NA,18688880632,2017562,NA,NA,NA,"","男","天津","广州",47,"非流失"
1431,NA,"包达菲","a560",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b301",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2014/10/13 13:35:20",NA,NA,NA,18688880630,2017560,NA,NA,NA,"","女","江苏南通","广州",37,"准流失"
2438,NA,"包涵予","a1466",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/12/13 11:54:55",NA,1070,NA,18688881590,2018489,NA,NA,NA,NA,"男","广东阳江","广州",42,"准流失"
1435,NA,"包家铭","a564",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b305",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2014/12/5 12:30:20",NA,NA,NA,18688880634,2017564,NA,NA,NA,"","男","广东广州","广州",41,"非流失"
2686,NA,"包寿卫","a1714",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/12/2 20:47:52",NA,1070,NA,18688881838,2018737,NA,NA,NA,NA,"女","广西北海","广州",24,"已流失"
2272,NA,"包书详","a1300",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/6/23 20:35:46",NA,1070,NA,18688881424,2018323,NA,NA,NA,NA,"男","广东河源","广州",34,"已流失"
1434,NA,"包晓波","a563",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b304",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2014/2/18 19:54:49",NA,NA,NA,18688880633,2017563,NA,NA,NA,"","男","广东广州","广州",37,"准流失"
2299,NA,"包晓华","a1327",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/11/4 20:42:22",NA,1070,NA,18688881451,2018350,NA,NA,NA,NA,"男","广东佛山","广州",33,"非流失"
1432,NA,"包亦玄","a561",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b302",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2015/3/7 12:32:17",NA,NA,NA,18688880631,2017561,NA,NA,NA,"","男","成都","佛山",21,"准流失"
2650,NA,"薄其雅","a1678",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/11/16 13:15:04",NA,1070,NA,18688881802,2018701,NA,NA,NA,NA,"女","广西百色","佛山",52,"准流失"
2855,NA,"鲍春来","a1883",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/6/5 19:51:08",NA,1070,NA,18688882007,2018906,NA,NA,NA,NA,"女","湖南永州","广州",31,"准流失"
2326,NA,"鲍瀚晟","a1354",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/3/16 20:11:00",NA,1070,NA,18688881478,2018377,NA,NA,NA,NA,"男","广东潮州","广州",39,"准流失"
1791,NA,"鲍凌璇","a819",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/8/12 12:18:12",NA,1070,NA,18688880943,2017842,NA,NA,NA,NA,"男","广东潮州","广州",32,"准流失"
1877,NA,"鲍齐尚","a905",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/10/24 18:57:28",NA,1070,NA,18688881029,2017928,NA,NA,NA,NA,"女","广东梅州","广州",30,"准流失"
2341,NA,"鲍世亮","a1369",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/4/6 19:16:40",NA,1070,NA,18688881493,2018392,NA,NA,NA,NA,"男","广东深圳","广州",36,"已流失"
2225,NA,"鲍彦腾","a1253",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/8/28 18:19:41",NA,1070,NA,18688881377,2018276,NA,NA,NA,NA,"男","广东潮州","广州",39,"已流失"
3518,NA,"鲍益平","a2546",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/6/7 13:58:30",NA,1070,NA,18688882670,2019569,NA,NA,NA,NA,"女","广东潮汕","广州",44,"非流失"
3795,NA,"鲍子博","a2823",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b2247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/2/21 17:32:37",NA,1070,NA,18688882947,2019846,NA,NA,NA,NA,"男","广东中山","广州",27,"准流失"
2964,NA,"贝天桦","a1992",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/10/24 17:46:34",NA,1070,NA,18688882116,2019015,NA,NA,NA,NA,"男","广东佛山","广州",38,"非流失"
3308,NA,"毕范樱","a2336",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/8/16 12:07:17",NA,1070,NA,18688882460,2019359,NA,NA,NA,NA,"女","广西桂林","佛山",51,"准流失"
3693,NA,"毕桂铭","a2721",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b2145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/11/16 21:06:26",NA,1070,NA,18688882845,2019744,NA,NA,NA,NA,"女","广西钦州","广州",39,"准流失"
2951,NA,"毕康伟","a1979",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/5/15 17:56:53",NA,1070,NA,18688882103,2019002,NA,NA,NA,NA,"女","广西北海","广州",31,"已流失"
2718,NA,"毕文颀","a1746",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/11/7 11:20:50",NA,1070,NA,18688881870,2018769,NA,NA,NA,NA,"女","广西贺州","深圳",51,"准流失"
3521,NA,"毕信雅","a2549",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/11/28 17:22:01",NA,1070,NA,18688882673,2019572,NA,NA,NA,NA,"女","广东揭阳","广州",28,"准流失"
3818,NA,"毕永涛","a2846",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b2270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/3/22 17:29:03",NA,1070,NA,18688882970,2019869,NA,NA,NA,NA,"男","广东江门","广州",28,"准流失"
2038,NA,"边宝西","a1066",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/12/15 12:01:30",NA,1070,NA,18688881190,2018089,NA,NA,NA,NA,"男","广东广州","广州",24,"准流失"
2694,NA,"边风","a1722",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/8/25 18:04:25",NA,1070,NA,18688881846,2018745,NA,NA,NA,NA,"男","广东梅州","广州",34,"非流失"
3070,NA,"边皇豪","a2098",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/5/14 12:57:53",NA,1070,NA,18688882222,2019121,NA,NA,NA,NA,"女","河北沧州","广州",42,"非流失"
2755,NA,"边洛宁","a1783",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/4/8 19:12:40",NA,1070,NA,18688881907,2018806,NA,NA,NA,NA,"男","广东揭阳","广州",30,"准流失"
3115,NA,"边艺澄","a2143",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/8/25 17:49:42",NA,1070,NA,18688882267,2019166,NA,NA,NA,NA,"男","广东佛山","广州",28,"非流失"
3796,NA,"边屹阳","a2824",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b2248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/2/9 20:50:24",NA,1070,NA,18688882948,2019847,NA,NA,NA,NA,"男","广东江门","广州",34,"准流失"
1924,NA,"边易曦","a952",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/11/1 18:26:46",NA,1070,NA,18688881076,2017975,NA,NA,NA,NA,"男","广东东莞","广州",32,"准流失"
2575,NA,"边子瑜","a1603",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/4/17 21:57:37",NA,1070,NA,18688881727,2018626,NA,NA,NA,NA,"男","广东潮州","广州",38,"准流失"
3740,NA,"别二","a2768",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b2192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/8/20 12:49:22",NA,1070,NA,18688882892,2019791,NA,NA,NA,NA,"女","广西柳州","广州",47,"非流失"
1896,NA,"别平","a924",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/7/22 12:49:34",NA,1070,NA,18688881048,2017947,NA,NA,NA,NA,"男","广东肇庆","东莞",52,"准流失"
3339,NA,"别祺川","a2367",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/11/3 17:12:23",NA,1070,NA,18688882491,2019390,NA,NA,NA,NA,"女","广西北海","广州",21,"准流失"
2513,NA,"别元郎","a1541",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/3/19 12:27:57",NA,1070,NA,18688881665,2018564,NA,NA,NA,NA,"男","广东中山","广州",20,"准流失"
2002,NA,"邴翰音","a1030",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/10/18 18:31:41",NA,1070,NA,18688881154,2018053,NA,NA,NA,NA,"男","广东韶关","广州",40,"已流失"
2877,NA,"邴昊然","a1905",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/10/11 21:29:31",NA,1070,NA,18688882029,2018928,NA,NA,NA,NA,"男","广东梅州","广州",23,"已流失"
1749,NA,"邴智阳","a777",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/3/17 12:41:31",NA,1070,NA,18688880901,2017800,NA,NA,NA,NA,"女","广西贺州","广州",39,"非流失"
3011,NA,"卜文龙","a2039",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/7/2 13:11:56",NA,1070,NA,18688882163,2019062,NA,NA,NA,NA,"男","广东韶关","广州",47,"准流失"
3075,NA,"卜祥宾","a2103",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/7/21 19:01:37",NA,1070,NA,18688882227,2019126,NA,NA,NA,NA,"男","广东佛山","广州",28,"准流失"
3787,NA,"步安梵","a2815",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b2239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/8/23 13:11:30",NA,1070,NA,18688882939,2019838,NA,NA,NA,NA,"女","广西柳州","广州",35,"非流失"
3495,NA,"步浩阳","a2523",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/5/18 19:18:37",NA,1070,NA,18688882647,2019546,NA,NA,NA,NA,"女","广西南宁","广州",27,"非流失"
2490,NA,"步哲易","a1518",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/10/8 19:54:04",NA,1070,NA,18688881642,2018541,NA,NA,NA,NA,"男","广东韶关","广州",21,"准流失"
1885,NA,"蔡昌高","a913",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/3/15 21:28:06",NA,1070,NA,18688881037,2017936,NA,NA,NA,NA,"女","广西河池","广州",29,"已流失"
1539,NA,"蔡帆题","a668",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b409",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2014/12/14 19:16:5",NA,NA,NA,18688880738,2017668,NA,NA,NA,"","女","河南郑州","广州",45,"准流失"
3710,NA,"蔡昊江","a2738",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b2162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/11/13 12:58:47",NA,1070,NA,18688882862,2019761,NA,NA,NA,NA,"男","广东惠州","广州",40,"准流失"
1534,NA,"蔡昊霖","a663",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b404",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2014/4/30 19:45:16",NA,NA,NA,18688880733,2017663,NA,NA,NA,"","女","成都","广州",26,"非流失"
1533,NA,"蔡锦诚","a662",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b403",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2014/10/6 20:38:24",NA,NA,NA,18688880732,2017662,NA,NA,NA,"","男","安徽合肥","广州",44,"准流失"
1540,NA,"蔡仁皓","a669",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b410",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2014/5/19 18:33:34",NA,NA,NA,18688880739,2017669,NA,NA,NA,"","男","广东广州","佛山",45,"已流失"
3181,NA,"蔡荣达","a2209",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/11/11 20:20:51",NA,1070,NA,18688882333,2019232,NA,NA,NA,NA,"女","广西柳州","广州",37,"非流失"
3401,NA,"蔡思钿","a2429",330,"统计17级",NA,NA,"202cb962ac59075b964b07152d234b1853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014/6/30 20:43:55",NA,1070,NA,18688882553,2019452,NA,NA,NA,NA,"男","广东佛山","广州",35,"准流失"
